date,gender,height,weight,rating,review_text
25.05.20.,,,,5,"P7 블랙, 베이지 구매했는데 넘예뻐요 주행감도 너무 좋구요 ㅎㅎ
기본안장은필히 Y홀 대형으로 추가구매하세요 
일반도 조금은 딱딱해서 대형으로 다시 구매했어용"
25.05.20.,여성,164cm,60kg,4,변속 기어랑 안장은 꼭 추가로 다른 상품 사세요. 완제품 조립으로 신청했는데 변속기어를 왼쪽에 달아주셨네요. 자전거는 예쁩니다
25.05.20.,,,,5,너무 감사합니다. !!! 번창하세여
25.05.20.,,,,5,좋아요 좋아요 좋아요
25.05.20.,,,,3,그냥 그냥 쓸만합니다
25.05.19.,남성,136cm,32kg,5,"접어져서 이동 시 편하네요.
직접 조립했는데 어렵지 않게 했네요.
색깔 고민 많이 했는데 실제로 보니 너무 예쁩니다."
25.05.19.,,,,5,색감도 좋고 잘 나가네요~아들이 좋아하네요!
25.05.19.,,,,5,색감도 좋고 잘 나가네요~아들이 좋아하네요!
25.05.19.,,,,5,출퇴근으로 잘 타고 다니는중!! ㅎㅎ
25.05.19.,,,,5,잘 쓰고 있어요 튼튼하네요
25.05.18.,,,,5,와이프랑 자전거 같이 타고 싶어서 선물해 줬습니다. 몇가지 모델을 주고 골라보라고 하니 d7을 선택하더라고요 제일 이쁘다면서 ㅎㅎ 이쁘긴 엄청 이쁩니다. 리뷰를 보니까 안 조립이슈가 많아 걱정이 됐는데 저희는 양품으로 잘 왔습니다. 지금 3일째 같이 라이딩을 나가고 있고 매우 잘 타고있어요. 즐거워하는 모습 보니까 선물 잘했다 싶네요 ㅎㅎ 감사합니다~
25.05.18.,남성,172cm,88kg,4,처음에는 차박 및 낚시용 마실용으로 사용하려 구매하였으나 도로를 달려보니 운동성능도 뛰어나 잘타고있습니다요~~
25.05.18.,남성,173cm,90kg,5,합리적인 가격에 미니벨로 즐길수 있어서 좋네요
25.05.17.,,,,5,빠른배송감사합니닿ㅎㅎㅎ
25.05.16.,여성,168cm,58kg,5,이쁘네요 색깔이 너무맘에들어요
25.05.16.,남성,170cm,70kg,5,"사람들이 다쳐다보네요..
선택잘한거같애요"
25.05.16.,,,,4,"배송빠릅니다
6만원 추가 완조립이여도 브레이크등 수정은 필요합니다."
25.05.15.,여성,166cm,58kg,5,"배송 진짜빠르고 포장풀자마자 바로 탈수있게 와서 너무좋아요^^
안장 티티카카브라운으로 교체했는데 
넘이뻐용 잘타겠습니다♡"
25.05.15.,남성,172cm,72kg,5,믿고 구매한 자전거 디자인도 좋고 무결점 제품이 와서 다행이네요
25.05.15.,,,,5,운전에 부담이 안가고 자전거 도로에서 잘 사용하고 있습니다
25.05.15.,,,,5,좋아요~! 굿굿!!!
25.05.15.,남성,175cm,75kg,5,아직 개봉전인데 소중히 잘 타겠습니다
25.05.15.,,,,5,잘쓰고 있습니다 ㅎㅎㅎ 좋아요
25.05.15.,,,,5,좋아요좋아요ㅎㅎ!!
25.05.14.,,,,5,"선택안함
실물 색상이 정말 이쁘고 속도도 시원시원하게 잘나갑니다. 다만 안장이랑 페달은 많은 리뷰에서 본 것처럼 그다지 좋지 못하니까 바꿔야 할것 같아요."
25.05.14.,,,,5,"악플 많아서 안사려고 했는데 대만족
40년전 코렉스 자전거 7만원 주고 샀던 생각에 비싸서 안사려고 했는데 만족♡"
25.05.14.,여성,160cm,,5,"성인 여성 동네마실용으로 딱입니다
조립도 꼼꼼하게 잘 해주시네요"
25.05.14.,,,,5,ㅋㅋ 셋팅완료 ㅎ ㅎ ㅎ
25.05.14.,,,,5,접이가 편하고 잘 동작해요
25.05.13.,,,,5,"배송 빠르게 왔어요
완전조립으로 신청한거라 펴서 바로 탈수 있었어요
무게감은 좀 있는데 부드럽게 잘 나갑니다"
25.05.13.,,,,5,이 가격에 이런 접이식 자전거가 있을까요? 정말 좋습니다.
25.05.13.,남성,,,5,자전거가 택배로 오는게 신기한데 포장도 잘되어있고 귀엽네요 취미로 타기 좋은듯
25.05.13.,남성,170cm,82kg,5,넘 좋습니다~! 굳굳굳넘 좋습니다~! 굳굳굳
25.05.13.,,,,4,"여러 리뷰를 참고하여 구매하였고
실사용후  한달후 리뷰 하겠습니다"
25.05.13.,남성,178cm,76kg,5,자전거 가성비 좋습니다
25.05.13.,,158cm,50kg,5,출퇴근길에 타기에 좋아요.
25.05.13.,,,,5,깔끔하고 잘나갑니다.
25.05.13.,,,,5,탈수록 맘에 듭니다 아이도 너무 좋아해요
25.05.12.,,,,5,잘 받았습니다. 감사합니다.
25.05.11.,여성,151cm,38kg,5,"아이 어린이날 선물로 구매했어요
너무 예쁘다고 신나하네요
바구니, 짐받이, 라이트, 흙받이 설치 다 해주었고
여자혼자 충분히 다 가능합니다
감사합니다 ㅎ"
25.05.11.,남성,167cm,62kg,5,"잘 접히고 그냥 무난해요
미니벨로 답게 속도는 확실히 좀 느림 
집 근처 마실용으로 적합합니다 1시간 이상은 엉덩이 아파서 안장 교체 필요,
손 보통이상 성인 남성은 변속 레버에 손 조심
잘 긁혀서 상처남
무게도 생각보다 많이 나감 엘베없으면 2층 이상은 힘들듯"
25.05.11.,,,,5,"자전거 주문
적당한거 마실용으로 샀는데 좋아요
완조립샀는데 이상없고 이대로 타도 괜찮았어요
안장높이나 이런건 자기가 조절하기 쉽고 다 좋았음"
25.05.11.,남성,,,5,잘 도착했어요:) 조립도 문제 없이 잘 됐습니다
25.05.11.,,,,5,디자인이 이쁘고  승차감도 좋네요. 굿
25.05.11.,남성,174cm,,5,가볍고 이동하기 편리합니다. 캠퍼스 내에서 주로 타고 다니는데 부담스럽지 않고 외관도 예빼서 만족합니다.
25.05.10.,,,64kg,5,생각보다 좋아요 그냥 편하게 타고 다니기 좋습니디ㅡ
25.05.09.,,,,5,좋아요 잘나갑니다 색상도 아주깨끗하고요
25.05.09.,남성,167cm,74kg,4,사용하기 좋아요.. 타이어가 조금 작아요
25.05.09.,,,,5,빠른 배송에 친절한 문의상담에 감사드립니다
25.05.09.,,,,5,조립잘되어서.바로 탈수있어 좋네요
25.05.08.,,,,5,좋은 제품 저렴하고 배송도 빠르게 해주시고 기타 서비스들도 많이 주셔서 좋아요 아이 어린이날 선물로 최고예요
25.05.08.,여성,150cm,39kg,5,"아이 선물로 줬어요
블랙했는데 세련되어 보이고 잘 타요
핸들 높이를 조절할 수 있어 좋아요"
25.05.08.,,,,4,만족해요 힌색이라 깔끔해요
25.05.08.,,,,5,배송이 빠르고 좋았습니다.
25.05.08.,,,,5,배송이 빠르고 좋습니다.
25.05.08.,,,,4,이뻐요 잘타고잇어요
25.05.07.,,,,5,"배송 받고 오늘 타봤는데
오랜만에 타서 그런지 너무 좋네요"
25.05.06.,여성,,,5,"초5 남아   어린이날 선물로 사줬는데 만족해합니다. 이쁘고, 휴대하기 좋고 타는것도 편해해요. 번창하세요"
25.05.06.,,,,5,보관도 편하고 디자인도 예쁘고 아주 만족스러워요
25.05.06.,,,,5,가성비 좋아요. 굿
25.05.05.,,162cm,52kg,5,"선택안함
좋네요 한강에서 잘 탔습나다~~!"
25.05.05.,,,,1,"다른브랜드를 끼워서 판매하는 것이 아쉽습니다 
사시는분들 잘보고사세요"
25.05.04.,,,,5,아무래도 택배배송이다보니 이정도의 까짐은 한두개 있더라구요~ 어차피 타다보면 스크레치도 생기기 마련이니 그냥 패수 ㅎㅎ 아이 어린이날 선물로 샀는데 배송도 빠르고 너무 좋습니다! 안장은 보기에도 아플거같아 추가구매해서 교체했는데 훨씬 낫네요
25.05.04.,,,,3,저렴하게 잘구매해서 잘타구있습니다 감사합니다
25.05.04.,남성,172cm,70kg,5,디자인이 멋있고 승차감이 좋아요!
25.05.03.,,,,5,아들이 너무 좋아하네요. 근데 택배차에 같이 실려있던 방수액이 터져서 박스가 다 젖어서와서 짜증이 좀 낫었네요
25.05.03.,,,,5,잘 타고 있습니다.
25.05.03.,,,,5,"안장이 엉덩이 아파요
나머지는 만족해요"
25.05.03.,,,,5,완조립인데 배송진짜 빨라요
25.05.02.,남성,177cm,88kg,5,"출근길이 가까워서 사봤는데 유용하구요
놀러갈때 접이식이라 차로 운반하기좋구 가볍네요 가성비좋은거같아요"
25.05.02.,,,,5,"잘타고있습니다.
기어변속이 좀 문제인데 정비는 한번 맞겨야될거같아요."
25.05.02.,여성,160cm,50kg,5,와이프꺼로샀어요 예쁘네요
25.05.02.,,,,5,"사고싶었는데
마음에 듭니다.
잘사용하겠습니다.
수고하세요"
25.05.02.,,,,5,좋아요~~~~~~~~~
25.05.02.,,,,5,잘 받았습니다. 감사합니다.
25.05.01.,여성,164cm,50kg,5,"미니벨로는 처음 타보는데요! 우선 배송이 하루만에와서 무척 기분좋게 포장을 풀고 조립을 하려고 했는데 왠걸,,반조립으로 주문했는데 거의 완조립으로 별로 주문할게 없었어요~~컴팩트한 사이즈가 너무 좋았고 무엇보다 너무 예뻐요! 휴일에 나들이 나가서 타봤는데요 너무너무 잘나가서 깜짝놀랐습니다, 문제는 저의체력이었죠~^^; 디자인 이쁘고 잘나가고 안살이유가 없는 자전거 입니다!"
25.05.01.,여성,150cm,40kg,4,"초등 4학년 아이 타기에 적당하고 
아이가 무척 좋아하네요"
25.05.01.,,,,5,꼼꼼한 포장에 가성비 좋습니다
25.04.30.,,165cm,,4,So so so good good 스크래치 있어서 좀 마음아픔 그리고 설명서는 반조립용이라 좀 부족함 부속품이나 뭐 이것저것 설명이 더 있으면 좋겠음 망고가 젤이쁨 그냥 마실용으로 대충 타야죠 이제 보니 스크래치가 큰게 또있네요. 하 이정도면 새상품이 아니라 리퍼네요. 귀찮아서 그냥탐
25.04.30.,여성,155cm,42kg,5,디자인 너무 고급지고 예쁩니다 밖에 나들이 갈때 가져가서 타고 있어요 초4 초6 남매 어린이날 선물로 샀는데 다들 너무 좋아라합니다~~~
25.04.30.,남성,150cm,32kg,5,일단 디자인이 너무 예쁘고 초4아들이 타기에 부드럽게 잘나갑니다 너무 고급져보입니다
25.04.30.,,,,4,시트가 왠지 불편하지만 나름탈만해요
25.04.29.,여성,160cm,54kg,5,30대인데 작년에 처음으로 자전거타는거배우고 일년간 안타다가 또 까먹을까싶어서 자전거 구매해서 연습해보려고 샀습니다~ 자전거에 대해 아는것도 없고해서 완조립으로 샀는데 대충 묶인거 다풀고 손가는대로 펴고 접었는데 잘됩니다. 타이어공기도 짱짱하고 흠집하나없고 좋아요. 다행히 안 잊고 잘 탔습니다~ 사용설명서에 접고펴고하는 설명이 따로 있다면 좋겠습니다. 젤저렴한 모델로 고른건데 망고색 예뻐요.
25.04.29.,,,,5,완조립이라 편하게 받아 첫날 시승 완료했습니다!! 예쁜 자전거 사야 오래탄다는 말이 있던데 말그대로 오래오래 탈 수 있을것같아요!! 넘 귀엽고 이쁩니다
25.04.28.,,,,5,빠른배송감사합니다 타다가 불편한거있으면 문의드릴게요
25.04.27.,,,,5,"이 가격대에 저는 대만족 합니다.
크기도 크고 휠타이어 사이즈도 안정감 있어요.
높이조절도 잘 되고 접이식도 편리해요
브레이크 방식이 림브지만 이 가격대에 잘 뽑혀서 나온것 같아요.
입문용 마실용 주말에 간단한 라이딩 등
로드나 엠티비 타실거 아니면
이거만한게 없을거같습니다."
25.04.27.,,,,5,아이에게딱맞는좋은자전거입니다
25.04.27.,,,,5,아이와 함께 타니 정말 좋아요
25.04.26.,남성,175cm,63kg,5,잘타고 다니고있어요 배송빠르고 ㅈ좋네요
25.04.25.,,,,5,예쁘네요 선물로 구매했어요
25.04.24.,,,,5,좋습니다 선물하려고 구매했는데 너무 마음에 들어하네요 사이즈도 괜찮고요 요청사항도 잘들어주셔서 감사합니다
25.04.24.,,,,5,핸들이 예민해서 엄청 잘돌아가요~ 적응이 좀 필요할것 같아요 그리고 이음새 부분이 티가 많이 나요 그외에 타이어와 구동계는 잘 되는것 같아요 한달 써보고 후기 남길게요~
25.04.24.,,,,5,사이즈 잘 맞고 색상 아주 좋습니다. 많이 파세요~~
25.04.24.,남성,178cm,77kg,4,"탄탄한 후레임과
접고 펴는게 쉽고 타 브랜드
대비 안정적입니다"
25.04.24.,,,,5,평일에는 시간이 없어서 주말에 잘 타고 있어요.
25.04.23.,,,,5,"처음 사는 접이식 자전거라 
무게는 생각보다 묵직하다고  생각했지만
컴팩트하게 접을수 있고, 적응해보니 괜찮습니다 
초등학생용으로 샀지마느 어른한테 더 잘 어울려 함께 타도 좋습니다"
25.04.23.,,,,4,접이식 레버가 고정이 안돼서 자전거가 계속 접혀요 구매하자마자 수리비용을 내고 고쳐야 하네요...
25.04.23.,남성,174cm,81kg,5,심플한 컬러에 예쁘네요~ 잘 타고 다니겠습니다
25.04.23.,남성,,,3,튼튼해보여요 튼튼해보여요ㅈ
25.04.23.,,,,5,아이 선물로 구매하였고 초등학생이 타도 괜찮은 사이즈입니다.
25.04.23.,,,,5,가볍고 이쁘고 반조립 쉬워오
25.04.22.,여성,158cm,45kg,5,가격대비 최고의 선택인 것 같습니다. 좋은 상품 감사합니다.
25.04.22.,여성,153cm,38kg,5,빠른배송 너무 좋아요
25.04.22.,,,,5,반조립 상태로 받았는데 조립도 쉽고 보관도 편합니다.
25.04.22.,남성,174cm,85kg,5,동네용으로는 좋아요 엉덩이 아파요
25.04.21.,,135cm,24kg,5,"선택안함
초3 아이 타려고 주문했는데 몸에비해 자전거가 아직 살짝 커보이긴한데 아이는 씽씽 잘 타요. 키가 좀 더 크면 더 안정감있게 탈 것 같아요."
25.04.20.,,,,4,"1.P7 완조립옵션 선택으로 주문했고 포장상태는 좋았으나 휠림과 V브레이크패드와 붙어서 바퀴가 양쪽다 잘 안굴러감ㅠ 설명서 보고 간섭조정해 봤지만 해결되지 않아 브레이패드 안쪽 너트하나 빼고 조립해서 해결함.(30분넘게 고생하고, 이럴거면 6만원주고 완조립옵션 괜히선택했음ㅠ)
2.별도로 티티카카몰 다른페이지에서 S머드가드 주문했는데 배송비3500원결재도 했는데, 자전거P7이랑 묶음배송해주셨음(3500원 날렸음) 머드가드앞바퀴쪽은 바퀴탈거후 장착이 가능한데 앞바퀴가 V브레이크패드와 붙어있어 쉽게 빠지지 않음ㅠ 결국 브레이크패드 풀어서 제거후 바퀴빼고 머드가드 설치함(이것도 30분 넘게 낑낑대다 왜 앞바퀴가 안빠지는지 확인하고 빼고 볼트조일려니 너트를 잡아줄 몽키스패너가 필요함 ㅠ 하~ 육각렌치는 자전거 조립하라고 동봉해준게 있었지만 너트를 잡아줄 몽키스패너 없어서 쌩쑈를 했음ㅠ )
3.결론적으로 자전거는 그냥 동네 샵가서 사는게 몸과 마음이 편함!"
25.04.20.,,,,5,"운동은 해야겠고 걷기는 싫어서 자전거 시켰습니다.
가볍고 잘굴러가서 주말 아침마다 타고 있는데 너무 만족스러워요 색깔도 너무 이쁘네요"
25.04.20.,,,,5,"중1 아들 이제 자전거 타고싶다고해서 
연습용으로 샀어요....
잘 타면 좀 큰거 사주고
엄마인 제가 타려구 샀는데 졸아요~~"
25.04.20.,,,,5,안전허고 깔끔하게 포장해서 보내주셔서 감사합니다. 싸이즈도 딱맞고 이쁘네요
25.04.20.,남성,178cm,85kg,5,안전허고 깔끔하게 포장해서 보내주셔서 감사합니다. 싸이즈도 딱맞고 이쁘네요
25.04.20.,,,,5,우리아이가 좋아해요 굳굳
25.04.20.,,,,5,너무잘산거같습니다~^^또 구매할거같아요^^
25.04.19.,남성,150cm,40kg,4,"아이가 좋아합니다. 초5인데 사이즈 딱 좋아요. 아이가 질리지만 않으면 오래 탈 수 있을 듯 합니다.
상위 버전인 플라이트와 비교해서 마감은 꽤 차이가 납니다."
25.04.19.,,,,4,좋아요 좋아요 좋아요
25.04.18.,,,,5,"배송도 빠르고 상품도 문제 없어요!
바람만 좀 더 넣어주고 조립도 쉬워요
포장 뜯고 귀찮으신 분들은 조립형을
보다 빨리 받고 싶으시면 비조립형으로 하세용!"
25.04.18.,,,,4,완조립으로 주문했는데 정말 빨리왔어요~ 동네에서 타려고 주문했는데 만족합니다
25.04.18.,남성,176cm,78kg,5,프레임이 견고하고 좋아요
25.04.18.,여성,164cm,64kg,5,"잘 사용하고 있어요 
가격도 저렴해서 좋아요"
25.04.18.,,,,5,접고펴기 편하고 좋아요
25.04.17.,,,,5,배달이 주문다음날 왔어요 굿 망고색 넘 맘에드네요  쨍한 노란색 !! 스크래치상품이라 저렴하게샀는데 쌔거같고 안장도 많이안딱딱하고 잘나가요 ㅎㅎ 잘탈게요~~
25.04.17.,여성,166cm,,5,스크래치 상품인데도 티도 안나고 너무 좋아요 출퇴근이 짧아졌어요!!
25.04.16.,,,,5,초4 아이 선물로 구매했어요 이쁘고 잘 나간다고 좋아합니다 핸들 연결부위가 중앙에 있지 않고 살짝 옆으로 비틀어져있는데 원래 그런거겠죠?
25.04.15.,,,,5,사진으로 보는 것보다 훨씬 좋아요 배송 빨라서 좋았습니다 다음에도 재구매할게요~ 감사합니다
25.04.15.,,,,5,생각했던 것 보다 좀 큰 느낌입니다 잘나가고 접을 수 있어서 공간 활용이 좋네요
25.04.15.,,,,5,생각보다 퀄이 좋아서 만족해요!
25.04.15.,,,,5,배송도 양호하고 제품 좋네요
25.04.15.,,,,5,아이 주려고 구입했는데 제가 타고 싶네요. 전체적으로 디자인 깔끔하고 바로 조립해서 타는데 7단으로도 약간의 경사 포함해서 잘 나가네요.
25.04.15.,,,,5,여자친구가좋아해요ㅎㅎ
25.04.14.,,,,5,오랜기간 로드타다가 아이아빠가 되면서 다 정리하고 마실용 티티카카 샀는데 가격도 저렴하고. 폴딩도 쉬운편이라 만족하고 있습니다. 화이트 색상이라 깔끔하네요. 카본타다가 오랜만에 들어본 자전거가 보기보다 무겁긴하네요 하하.
25.04.14.,,,,5,디자인 예쁘고 알루미늄 자전거 가성비 좋네요
25.04.14.,남성,172cm,88kg,5,"배송빠르고
완조립 옵션 선택했는데
따로 손 볼 곳 없이 와서
바로 탈 수 있어서 젛았습니다"
25.04.13.,남성,177cm,75kg,3,기어 7단 안들어가고 1단은  체인빠지고..  이럴려고 조립금액줘가며 주문한건 아닌데..다른분들한테는 그러지마세요
25.04.12.,,,,5,간편하고 디자인도 깔끔해요
25.04.12.,,,,5,간편하고 디자인도 깔끔해요
25.04.11.,,,,5,"가성비 좋아요 키 180정도 인데 안장 조정하니 문제없네요
제가 좀 타다가 초2 아들 줄 생각입니다 ㅎㅎ
핸드폰 거치대 등 부속품은 비추입니다
자전거는 나쁘진않은듯"
25.04.11.,,,,3,"조립을 잘 못하셔서 자전거 바퀴가 굴러가지 않고 손잡이 부분도 이상했어요 ㅡㅡ;; 
그래서 근처 자전거방으로 가서 다시 재조립했네요
완조립으로 추가금까지 주면서 했는데 바퀴도 안굴러가게 주시는거 보니 체크는 안하고 보내시나요?"
25.04.11.,,,,5,완조립 구매해서 박스 뜯자마자 한바퀴 돌아봤습니다.  동네 마실용으로 구입했는데 가성비 좋습니다.
25.04.11.,,,,5,감사합니다 잘 쓸게요
25.04.10.,여성,160cm,57kg,4,"배송 빠른 편이고 포장도 꼼꼼하게 왔습니다.
설명서 한번 훑어본 후 바로 풀러서 타봤네요. 
반조립이나  별로 조립할 거 없구요.부속품만 따로 검색해서 설치 해봐야 할 것 같습니다. 무게는 생각보다 있는 편이지만 이고 다닐 것 아니닌깐 괸찬고 그냥 한손으로 잡고가도 아주 부드럽게 잘 굴러 갑니다.받고 다음날 한 10킬로 정도 타봤고  좀 거친 시골길로도 갔는데문제없이 잘 가네요. 
단점을 몇 가지 적어보자면  발판이 좀 너무 잘 접혀요.주행하고 걷다 다시ㅠ주행하려는데 어디 부딧쳤는지 접혀저 있더라구여.접힌 줄모르고 탔다가 중심 잃고 넘어졌어요. ㅠㅠ 제 부주의함도 있지만  발판에 걸림 장치가 없어서  좀 너무 잘 접히는 느낌입니다. 탈 때마다 잘 확인해야 합니다.그리고 핸들이 너무 부드러워서 단단히 안 잡으면 획획 돌아가요.  초보라 중심 잡기가 힘들더라구요. 아주 약간만 빡빡했으면 합니다.마지막은 안장인데 한 20분 타면 엉덩이가 너무 아파요. 보조안장  추가 구매 꼭 해야할듯 합니다.그외는 20만원 대 자전거 중에는 가장 튼튼하고 견고한 것 같습니다. 유행안타는 깔끔한 디자인 너무 마음에 들어요. 더운 여름 오기 전까지 거의 매일 탈 예정입니다.  감사히 잘 탈께요~!"
25.04.10.,,,,5,"물건은 잘받았습니다.
조립이 잘안될것 같아서 조립된 상태로 구입 했습니다완조립품을 사면 바람도 넣어준다 해서 돈도 더주고 조립 상태를 구입 했는데 뒷타이어는 바람 넣고 앞타이어는 바람을 넣지 않은 채로 주셔셔 새로이 자전거가게 가야할 상황이였습니다.그리고 반사판이나 라이트를 주시면 어떻게 조립 해야하는지 설명서라도 넣어 두시던지 그냥 라이트랑 반사경만 넣어서 반사경 두개 위치가 어딘지도 잘모르고 라이트 위치도 잘몰라서 헷갈려서 자전거 가게 가서 새로이 조랍 하였습니다..조금만 더 신셩써주셨음 좋았을건데 조금 섭섭 했습니다.바람도 넣었는지 한번만 확인하면 다시 다른가게 갈일이 없었을텐데 말입니다~~"
25.04.10.,,,,4,배송 빠르고 물건도 싸고 좋은데 자전거를 검수를 안하고 보내셨는지 까져서 왔어요 ㅠ.
25.04.10.,,,,5,자전거 가격도 합리적이고 문제 발생 시 대응이 좋았어요
25.04.10.,여성,160cm,50kg,5,"동네 마실용으로 샀는데, 딱이에요
조립 잘 되어서, 안전하게 잘 배송 왔습니다"
25.04.09.,여성,156cm,51kg,5,약간 불안한 마음으로 주문한건게 이거 가성비 미쳤어요 자전거 너무 이쁘고 승차감 괜찮고요 가벼워 보이지 않고 단단한 느낌 이에요 반조립인데 거의 완전조립이나 마찬가지인 상태로 왔고 주문한지 이틀만에 받았답니다 완전 신나요
25.04.09.,,,,5,디자인 좋고 잘 달려주네요
25.04.09.,,,,5,매우 좋습니다. 잘 타겠습니다.
25.04.08.,남성,173cm,80kg,5,"일요일에 주문해서 화요일에 받았어요 
완조립에 포장 짱짱하게해서 배송짱!!!
3단으로 접는법도 원터치로 슉슉~!!"
25.04.08.,,,,5,자전거가 가볍고 튼튼해서 좋습니다^^
25.04.07.,여성,170cm,60kg,3,사진이랑 똑같고 가격대비 만족합니다. 불편한 부분은 기어변경하는게 좀 뻣뻣하고 자전거 세워두는 고정대가 페달과 꼬이는 부분입니다. 조립을 잘 못해서 보내주신건지 불량인건지 원래 그런건지 모르겠네요....
25.04.07.,여성,,,5,"완조립으로 구매
마실용으로 샀는데 좋아요
안장은 꼭  바꾸시길 잠깐 타도 엉덩이 아파 죽어요"
25.04.07.,,,,5,배송도 빠르고 꼼꼼하게 포장해서 보내주셨어요
25.04.06.,여성,163cm,57kg,4,완제품으로 오자마자 바로 탈수있어 좋았어요. 무광블랙 고급스럽고 포장잘되서 흠집없이 받았어요^^
25.04.06.,,,,4,배송이 빨라요 잘도착했습니다
25.04.06.,,,,5,아주 좋습니다!!!-!
25.04.06.,,,,5,배송도 빠르고 만족합니다
25.04.06.,,,,5,배송빠르고 제품도 좋습니다!!
25.04.05.,,,,5,배송 꼼꼼히 잘왔고 타기 좋아요
25.04.05.,,,,4,가성비 좋고 잘 접히네요
25.04.04.,남성,170cm,72kg,5,"문제없이 잘 도착했고 기어나 브레이크도 정상작동 잘 합니다
감사합니다"
25.04.04.,,,,5,빠른배송 & 가성비 너무 좋습니다.b
25.04.04.,여성,165cm,58kg,5,이만한 가격에 이만한 미니벨로 없죠. 그냥 사세요.
25.04.04.,남성,175cm,,5,색상도 이쁘고 접이식이라 보관도 편하고 좋아요
25.04.03.,남성,145cm,35kg,5,"아이 학교가 도보 통학시 시간이 오래 걸려서 구매했어요. 솔직히 중고생이면 모르겠지만 초등생 자전거로는 비싼데 디자인이 예뻐서 아이가 한 번 보니 뜻을 굽히지 않더라고요. 계획했던 예산에서 초과되는 금액은 아이의 세뱃돈을 더해서 구매했습니다. 실제로 받아보니 더 근사하네요! 평소타던 10만원대 자전거보다 견고한 느낌이 있습니다. 
맘에 드는 자전거를 자기 용돈을 더해 사서 그런지 아이가 더 아끼고 관리도 훨씬 잘 하는 것 같아요. 다만, 근사하다보니 사람들이 자꾸 쳐다봅니다."
25.04.03.,,,,5,제가 타다가 넘 괜찮아서 초등4학년 아들도 사줬네요~완전조립으로 주문해서 넘 편하고요~배송은 진짜 로켓배송인줄~박스에서 꺼내자마자 아들이랑 한바퀴 타고왔습니다~
25.04.03.,여성,145cm,34kg,5,"초등5학년딸 너무좋아 해요 배송도 빨르고
포장도 꼼꼼하고 반조립인데 90프로 조립해서오는거네요 너무좋아요!! 타이어 바람만 조금 더넣구 탔는데 잘나가구 특별히 점검 안해도 잘되네요 기어도 잘 올랐다가 내려가구 티티카카강추합니다!!  6학년 아들도 이거 사주고 싶은데 아들은 픽시를 원하네요ㅜㅜ"
25.04.03.,남성,170cm,59kg,5,"우리 고딩아들 이제아 자기 자전거를 타보네요
천식때문에 운동도제대로못하는데 바람을 느끼며 타는모습을보고싶네요
아.자전거 타는법을 먼저배우고 ㅎㅎ
색감너무예쁘네요
하루만에배송.완조립 너무편하고좋네요"
25.04.03.,,,,5,조립만해본상태인데 가격대비 포장이 꼼꼼히 잘되어있네요
25.04.03.,,,,4,디자인이 이쁘고 가볍네요
25.04.03.,남성,167cm,73kg,5,작고 가벼워서 좋네요
25.04.02.,여성,165cm,56kg,5,"TT카카 접이식 자전거 2대를 구매하였습니다.  신속한 배송에 만족하며, 특히 다수의 고객 리뷰를 바탕으로 구매 결정을 내릴 수 있었습니다. SUV 차량에 2대를 적재할 수 있어 편리합니다.  한 대는 서스펜션 장착 모델, 다른 한 대는 본 제품입니다.  다만, 두 대 모두 서스펜션 장착 모델을 선택했더라면 더욱 만족스러웠을 것이라는 아쉬움이 남습니다.  자전거 자체의 품질에는 매우 만족합니다.

마지막 사진에 보면. 휠 옆에 저거 뚜껑 떼야 됩니다"
25.04.02.,,,,5,"가볍게 탈 용도로 주문하였습니다.
자리를 많이 차지하지 않아서 좋구요..
우선 하나 주문해보고 아이들꺼와 더 구입할까 고민이었는데 더 구매해야 할거 같습니다.. ^^"
25.04.02.,,185cm,,5,"반조립 상태로 받았는데, 조립도 쉽고 이뻐요. 무엇보다 색이 정말 마음에 들어요."
25.04.02.,,,,5,아주아주 좋습니다. 감사합니다.
25.04.02.,,,,3,"신랑이 출퇴근때 운동 삼아 탄다고 구매했어요
잘 타고 있습니다"
25.04.01.,,,,5,자전거도 너무 이쁘고 가격도 좋아요~ 배송도 엄청 빨랐어요~~
25.03.31.,여성,169cm,51kg,5,저와 딸이 같이 타야해서 사이즈 때문에 고민 많았는데 둘의 크기에 맞게 조절이 가능한 점을 높게 평가합니다. 차에 실고 다니기도 편해요.
25.03.31.,,,,5,ㅎㅎㅎ 잼나게 잘 타는중♡
25.03.31.,,,,5,이쁘고 타기 좋아요
25.03.30.,,,,5,"안전하게 포장되서 도착했고 근처 샵에서 기어만 세팅 받았습니다
다크그린 색상 야외에서. 진짜 이뻐요!"
